Departure;Arrival;year;month;AverageFare
LAX;IAH;2013;3;172
LAX;JFK;2013;3;172
LAX;LAS;2013;3;172
LAX;ORD;2013;3;172
LAX;SEA;2013;3;172
LAX;SFO;2013;3;172
LGA;ATL;2013;3;172
LGA;BOS;2013;3;172
LGA;CLT;2013;3;172
LGA;DFW;2013;3;172
LGA;DTW;2013;3;172
LGA;MIA;2013;3;172
LGA;ORD;2013;3;172
MCO;ATL;2013;3;172
MCO;EWR;2013;3;172
MCO;PHL;2013;3;172
MIA;ATL;2013;3;172
MIA;JFK;2013;3;172
MIA;LGA;2013;3;172
MSP;ATL;2013;3;172
MSP;DEN;2013;3;172
MSP;ORD;2013;3;172
ORD;ATL;2013;3;172
ORD;BOS;2013;3;172
ORD;DEN;2013;3;172
ORD;DFW;2013;3;172
ORD;DTW;2013;3;172
ORD;EWR;2013;3;172
ORD;IAH;2013;3;172
ORD;LAS;2013;3;172
ORD;LAX;2013;3;172
ORD;LGA;2013;3;172
ORD;MSP;2013;3;172
ORD;PHL;2013;3;172
ORD;PHX;2013;3;172
ORD;SEA;2013;3;172
ORD;SFO;2013;3;172
PHL;ATL;2013;3;172
PHL;BOS;2013;3;172
PHL;DFW;2013;3;172
PHL;MCO;2013;3;172
PHL;ORD;2013;3;172
PHX;DEN;2013;3;172
PHX;ORD;2013;3;172
SEA;DEN;2013;3;172
SEA;LAX;2013;3;172
SEA;ORD;2013;3;172
SEA;SFO;2013;3;172
SFO;ATL;2013;3;172
SFO;BOS;2013;3;172
SFO;DEN;2013;3;172
SFO;DFW;2013;3;172
SFO;EWR;2013;3;172
SFO;JFK;2013;3;172
SFO;LAS;2013;3;172
SFO;LAX;2013;3;172
SFO;ORD;2013;3;172
SFO;SEA;2013;3;172
